sender,receiver,created_at,text
rdsathene,RTAmericaNews,2021-10-30T18:37:03Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour It's so transparent why you support #CCSS. Let me guess, you're on the flight logs with #BillGates and visited the island together?

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JoeBidensAmerica 
#JimCrowJoe #Biden https://t.co/TngS0MICex"
rdsathene,ChrisLynnHedges,2021-10-30T18:37:03Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour It's so transparent why you support #CCSS. Let me guess, you're on the flight logs with #BillGates and visited the island together?

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JoeBidensAmerica 
#JimCrowJoe #Biden https://t.co/TngS0MICex"
rdsathene,maxkeiser,2021-10-30T18:37:03Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour It's so transparent why you support #CCSS. Let me guess, you're on the flight logs with #BillGates and visited the island together?

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JoeBidensAmerica 
#JimCrowJoe #Biden https://t.co/TngS0MICex"
rdsathene,LeeCamp,2021-10-30T18:37:03Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour It's so transparent why you support #CCSS. Let me guess, you're on the flight logs with #BillGates and visited the island together?

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JoeBidensAmerica 
#JimCrowJoe #Biden https://t.co/TngS0MICex"
rdsathene,GovJVentura,2021-10-30T18:37:03Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour It's so transparent why you support #CCSS. Let me guess, you're on the flight logs with #BillGates and visited the island together?

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JoeBidensAmerica 
#JimCrowJoe #Biden https://t.co/TngS0MICex"
rdsathene,JohnRalstonSaul,2021-10-30T18:37:03Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour It's so transparent why you support #CCSS. Let me guess, you're on the flight logs with #BillGates and visited the island together?

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JoeBidensAmerica 
#JimCrowJoe #Biden https://t.co/TngS0MICex"
rdsathene,OurRevolutionPR,2021-10-30T18:37:03Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour It's so transparent why you support #CCSS. Let me guess, you're on the flight logs with #BillGates and visited the island together?

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JoeBidensAmerica 
#JimCrowJoe #Biden https://t.co/TngS0MICex"
rdsathene,OurRevolution,2021-10-30T18:37:03Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour It's so transparent why you support #CCSS. Let me guess, you're on the flight logs with #BillGates and visited the island together?

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JoeBidensAmerica 
#JimCrowJoe #Biden https://t.co/TngS0MICex"
rdsathene,ProudSocialist,2021-10-30T18:37:03Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour It's so transparent why you support #CCSS. Let me guess, you're on the flight logs with #BillGates and visited the island together?

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JoeBidensAmerica 
#JimCrowJoe #Biden https://t.co/TngS0MICex"
rdsathene,TRNshow,2021-10-30T18:37:03Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour It's so transparent why you support #CCSS. Let me guess, you're on the flight logs with #BillGates and visited the island together?

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JoeBidensAmerica 
#JimCrowJoe #Biden https://t.co/TngS0MICex"
rdsathene,ninaturner,2021-10-30T18:37:03Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour It's so transparent why you support #CCSS. Let me guess, you're on the flight logs with #BillGates and visited the island together?

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JoeBidensAmerica 
#JimCrowJoe #Biden https://t.co/TngS0MICex"
rdsathene,Bioregional,2021-10-30T18:37:03Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour It's so transparent why you support #CCSS. Let me guess, you're on the flight logs with #BillGates and visited the island together?

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JoeBidensAmerica 
#JimCrowJoe #Biden https://t.co/TngS0MICex"
rdsathene,kthalps,2021-10-30T18:37:03Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour It's so transparent why you support #CCSS. Let me guess, you're on the flight logs with #BillGates and visited the island together?

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JoeBidensAmerica 
#JimCrowJoe #Biden https://t.co/TngS0MICex"
rdsathene,EdProgress,2021-10-30T18:37:03Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour It's so transparent why you support #CCSS. Let me guess, you're on the flight logs with #BillGates and visited the island together?

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JoeBidensAmerica 
#JimCrowJoe #Biden https://t.co/TngS0MICex"
rdsathene,bc_disability,2021-10-30T18:37:03Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour It's so transparent why you support #CCSS. Let me guess, you're on the flight logs with #BillGates and visited the island together?

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JoeBidensAmerica 
#JimCrowJoe #Biden https://t.co/TngS0MICex"
rdsathene,candisability,2021-10-30T18:37:03Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour It's so transparent why you support #CCSS. Let me guess, you're on the flight logs with #BillGates and visited the island together?

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JoeBidensAmerica 
#JimCrowJoe #Biden https://t.co/TngS0MICex"
rdsathene,GSVteam,2021-10-30T18:37:03Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour It's so transparent why you support #CCSS. Let me guess, you're on the flight logs with #BillGates and visited the island together?

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JoeBidensAmerica 
#JimCrowJoe #Biden https://t.co/TngS0MICex"
rdsathene,NewsHour,2021-10-30T18:37:03Z,"@EatAtJoes7 @BDemocratsfor @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour It's so transparent why you support #CCSS. Let me guess, you're on the flight logs with #BillGates and visited the island together?

#JoeBiden 
#Bidenflation 
#BidenIsAFailure 
#JoeBidensAmerica 
#JimCrowJoe #Biden https://t.co/TngS0MICex"
rdsathene,EatAtJoes7,2021-10-30T15:12:24Z,"@EatAtJoes7 @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BDemocratsfor @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour Bill Gates and David Coleman's #CCSS was formed on the basis of the ""Great Man"" theory of history and E. D. Hirsch, Jr.’s “core knowledge” list of literature which, by design, excluded works by #POC. CCSS is literally a white supremacist curriculum. No wonder you support it. https://t.co/K9axvIRaFO"
rdsathene,manifesto2000,2021-10-30T15:12:24Z,"@EatAtJoes7 @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BDemocratsfor @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour Bill Gates and David Coleman's #CCSS was formed on the basis of the ""Great Man"" theory of history and E. D. Hirsch, Jr.’s “core knowledge” list of literature which, by design, excluded works by #POC. CCSS is literally a white supremacist curriculum. No wonder you support it. https://t.co/K9axvIRaFO"
rdsathene,upperleftwino,2021-10-30T15:12:24Z,"@EatAtJoes7 @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BDemocratsfor @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour Bill Gates and David Coleman's #CCSS was formed on the basis of the ""Great Man"" theory of history and E. D. Hirsch, Jr.’s “core knowledge” list of literature which, by design, excluded works by #POC. CCSS is literally a white supremacist curriculum. No wonder you support it. https://t.co/K9axvIRaFO"
rdsathene,DynastyEnd,2021-10-30T15:12:24Z,"@EatAtJoes7 @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BDemocratsfor @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour Bill Gates and David Coleman's #CCSS was formed on the basis of the ""Great Man"" theory of history and E. D. Hirsch, Jr.’s “core knowledge” list of literature which, by design, excluded works by #POC. CCSS is literally a white supremacist curriculum. No wonder you support it. https://t.co/K9axvIRaFO"
rdsathene,pixfiber,2021-10-30T15:12:24Z,"@EatAtJoes7 @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BDemocratsfor @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour Bill Gates and David Coleman's #CCSS was formed on the basis of the ""Great Man"" theory of history and E. D. Hirsch, Jr.’s “core knowledge” list of literature which, by design, excluded works by #POC. CCSS is literally a white supremacist curriculum. No wonder you support it. https://t.co/K9axvIRaFO"
rdsathene,Dallas4Bernie,2021-10-30T15:12:24Z,"@EatAtJoes7 @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BDemocratsfor @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour Bill Gates and David Coleman's #CCSS was formed on the basis of the ""Great Man"" theory of history and E. D. Hirsch, Jr.’s “core knowledge” list of literature which, by design, excluded works by #POC. CCSS is literally a white supremacist curriculum. No wonder you support it. https://t.co/K9axvIRaFO"
rdsathene,BDemocratsfor,2021-10-30T15:12:24Z,"@EatAtJoes7 @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BDemocratsfor @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour Bill Gates and David Coleman's #CCSS was formed on the basis of the ""Great Man"" theory of history and E. D. Hirsch, Jr.’s “core knowledge” list of literature which, by design, excluded works by #POC. CCSS is literally a white supremacist curriculum. No wonder you support it. https://t.co/K9axvIRaFO"
rdsathene,BySallyAlbright,2021-10-30T15:12:24Z,"@EatAtJoes7 @manifesto2000 @upperleftwino @DynastyEnd @pixfiber @Dallas4Bernie @BDemocratsfor @BySallyAlbright @MiddleMolly @BobForDinner @TruthRuththe @shelly_laughing @Sailing_fool @SaginawsSong @banquet_beggars @BubblesToBurst @CyborgBjorn @elevenstars @pepper26potts @itsjustkay0k @darealwiles @FatherOfTheBir9 @McCadeMiller2 @prettynobodyco @ulcerative @M4M4ALL @ReadeAlexandra @TaraReadeTruth @glennkirschner2 @DNC @TaranaBurke @RTAmericaNews @ChrisLynnHedges @maxkeiser @LeeCamp @GovJVentura @JohnRalstonSaul @OurRevolutionPR @OurRevolution @ProudSocialist @TRNshow @ninaturner @Bioregional @kthalps @EdProgress @bc_disability @candisability @GSVteam @NewsHour Bill Gates and David Coleman's #CCSS was formed on the basis of the ""Great Man"" theory of history and E. D. Hirsch, Jr.’s “core knowledge” list of literature which, by design, excluded works by #POC. CCSS is literally a white supremacist curriculum. No wonder you support it. https://t.co/K9axvIRaFO"
